step,kmc_time,total_energy,energy_per_atom,energy_per_puo2,pu_coordination_defects,o_coordination_defects,total_coordination_defects,bulk_coordination_defects,surface_coordination_defects,mean_abs_coordination_error,fluorite_order_score,bulk_fluorite_order_score,soft_coordination_order_score,rdf_pu_o_peak_sharpness,min_distance_pu_o,min_distance_o_o,min_distance_pu_pu,crystalline_core_size,growth_front_size,accepted_event_kind,event_applied,predicted_delta_E,exact_delta_E_if_checked,exact_delta_order_if_checked,order_biased_score_if_checked,max_exact_delta_e_above,reject_for_close_contact,used_exact_rate,exact_checked_candidates,uncertainty,good_event_probability,total_rate,candidate_events_requested,candidate_events_generated,candidate_events_rejected,current_max_displacement,temperature,order_bias_lambda
102,6.999496126389556e-13,,,,,,,,,,,,,,,,,,,rejected_local_cluster_affine,0,-0.15079550249275117,0.6914993118516577,0.0,0.6914993118516577,0.2,0,0,20,0.04619741122451169,0.6297884813556729,172860594676382.06,128,128,0,0.35,3300.0,4.0
103,7.01694246500527e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.1169567059492611,-0.1275340896632109,0.0,-0.1275340896632109,0.2,0,1,17,0.042622492445158415,0.7896160369698159,165961530069532.16,128,128,0,0.35,3300.0,4.0
104,7.041466540137539e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,0.052419621485548906,-0.011290180101632075,0.0,-0.011290180101632075,0.2,0,0,21,0.030224914620876567,0.5005638159699891,162525548160609.94,128,128,0,0.35,3300.0,4.0
105,7.066963405653479e-13,,,,,,,,,,,,,,,,,,,rejected_snap_to_fluorite_site,0,0.29589586735857165,0.851028283218838,0.0,0.851028283218838,0.2,0,0,20,0.051622370018956996,0.29972136305708547,171974238297291.1,128,128,0,0.35,3300.0,4.0
106,7.303470257722157e-13,,,,,,,,,,,,,,,,,,,surface,1,-0.06736067509529968,-0.07823587759012796,0.0,-0.07823587759012796,0.2,0,1,18,0.058896524979695636,0.7709914676484871,177657159257700.88,128,128,0,0.35,3300.0,4.0
107,7.339511605366153e-13,,,,,,,,,,,,,,,,,,,surface,1,-0.029413420171111947,0.10028506205791388,0.0,0.10028506205791388,0.2,0,0,19,0.04017088581797019,0.4772669431223785,168947149329514.4,128,128,0,0.35,3300.0,4.0
108,7.357842399926783e-13,,,,,,,,,,,,,,,,,,,random_bulk,1,-0.018538677770455377,-0.24801007876974523,0.0,-0.24801007876974523,0.2,0,0,21,0.04780360112193812,0.3660945377826345,176814729067369.62,128,128,0,0.35,3300.0,4.0
109,7.652377654511868e-13,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.2249365270754354,1.085077036005142,0.0,1.085077036005142,0.2,0,0,20,0.12021470636639617,0.4102265445113105,163281883807503.38,128,128,0,0.35,3300.0,4.0
110,7.66954006800767e-13,,,,,,,,,,,,,,,,,,,coordination,1,-0.1935388041607885,-0.20770535761592512,0.0,-0.20770535761592512,0.2,0,0,20,0.05306143093469498,0.5526868896628827,163702053259862.06,128,128,0,0.35,3300.0,4.0
111,7.817878781083621e-13,,,,,,,,,,,,,,,,,,,growth_front,1,-0.06691094959451292,-0.08782561496857255,0.0,-0.08782561496857255,0.2,0,0,19,0.04505320074362817,0.41002849213722925,153581757275625.8,128,128,0,0.35,3300.0,4.0
112,7.91904014595534e-13,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,0.056437997210683176,0.05415755274893286,0.0,0.05415755274893286,0.2,0,0,21,0.025185924076463643,0.49808434477745933,161536760933601.56,128,128,0,0.35,3300.0,4.0
113,7.921820205406874e-13,,,,,,,,,,,,,,,,,,,rejected_surface,0,0.3982036937840038,0.28377426510108705,0.0,0.28377426510108705,0.2,0,0,19,0.08675826891618231,0.12986798500428248,174547320205927.22,128,128,0,0.35,3300.0,4.0
114,7.957189481401287e-13,,,,,,,,,,,,,,,,,,,random_bulk,1,-0.05942096308872714,0.184604385068873,0.0,0.184604385068873,0.2,0,1,18,0.04552129017399951,0.6717053768292359,164707912522812.06,128,128,0,0.35,3300.0,4.0
115,7.981857125024928e-13,,,,,,,,,,,,,,,,,,,growth_front,1,-0.08920072951264461,0.04079832172242703,0.0029940119760478723,0.028822273818235544,0.2,0,0,19,0.03992390671870162,0.5947795268187813,176664207244297.2,128,128,0,0.35,3300.0,4.0
116,8.073776893328154e-13,,,,,,,,,,,,,,,,,,,random_surface,1,0.012455968806723993,-0.08415650388621998,0.0,-0.08415650388621998,0.2,0,0,19,0.022222639559722302,0.6645318863628986,158503785599181.0,128,128,0,0.35,3300.0,4.0
117,8.074014156709902e-13,,,,,,,,,,,,,,,,,,,random_surface,1,-0.1439009524141837,-0.02910792199815404,0.0,-0.02910792199815404,0.2,0,0,20,0.04064006833703245,0.555188433377435,168076377357386.8,128,128,0,0.35,3300.0,4.0
118,8.321002530322867e-13,,,,,,,,,,,,,,,,,,,coordination,1,0.12364723023668032,-0.22494224681916108,0.0,-0.22494224681916108,0.2,0,0,21,0.11789354475721314,0.3691040346035924,163059692714589.7,128,128,0,0.35,3300.0,4.0
119,8.337711321064835e-13,,,,,,,,,,,,,,,,,,,coordination,1,-0.11790098224979766,0.015751631483158945,0.0,0.015751631483158945,0.2,0,0,20,0.060981981716701446,0.34687155501963357,173362769994743.2,128,128,0,0.35,3300.0,4.0
120,8.357622173647218e-13,,,,,,,,,,,,,,,,,,,surface,1,0.006392944075303372,-0.012987598950807921,0.0,-0.012987598950807921,0.2,0,0,19,0.03478324381823432,0.4645496155268124,155218957234020.66,128,128,0,0.35,3300.0,4.0
121,8.367769416925371e-13,,,,,,,,,,,,,,,,,,,rejected_snap_to_fluorite_site,0,0.3469774283560879,0.5479620059618497,0.0,0.5479620059618497,0.2,0,0,21,0.061981657319200655,0.23689367358475819,173243225462923.72,128,128,0,0.35,3300.0,4.0
122,8.382003699442972e-13,,,,,,,,,,,,,,,,,,,coordination,1,0.09842585722449229,0.004935975833234352,0.0,0.004935975833234352,0.2,0,0,21,0.028944740323077343,0.24439214449419377,166722063730928.3,128,128,0,0.35,3300.0,4.0
123,8.551986519892301e-13,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.12231387872075136,0.09801081218483887,0.0,0.09801081218483887,0.2,0,0,18,0.08645913340549384,0.4437719139989577,170526440180735.8,128,128,0,0.35,3300.0,4.0
124,8.665350209728692e-13,,,,,,,,,,,,,,,,,,,surface,1,-0.2520465796312949,-0.6958471320930286,0.0,-0.6958471320930286,0.2,0,1,18,0.0775443309505158,0.5933864932795594,155471044092232.06,128,128,0,0.35,3300.0,4.0
125,8.705878760888752e-13,,,,,,,,,,,,,,,,,,,rejected_snap_to_fluorite_site,0,0.35608993211051787,0.4166334529558462,0.0,0.4166334529558462,0.2,0,0,20,0.06810861194140191,0.27550339823151304,165025102937772.9,128,128,0,0.35,3300.0,4.0
126,8.751079561343035e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,0.061556612837095945,0.058916041122458296,0.0,0.058916041122458296,0.2,0,0,19,0.025860497367698944,0.5438722043709991,170100006067233.9,128,128,0,0.35,3300.0,4.0
127,8.785441614021489e-13,,,,,,,,,,,,,,,,,,,rejected_random_bulk,0,0.4870079985405652,0.5580778088988012,0.0029940119760478723,0.5461017609946097,0.2,0,0,18,0.10651058573473468,0.4625175851956136,164969283988664.0,128,128,0,0.35,3300.0,4.0
128,8.853975994706025e-13,,,,,,,,,,,,,,,,,,,random_surface,1,-0.02207051340973113,-0.11523372697431711,0.0,-0.11523372697431711,0.2,0,0,20,0.03217217131398918,0.22074392167076676,163198228005415.28,128,128,0,0.35,3300.0,4.0
129,8.986093363500239e-13,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,-0.005238070100840906,0.05239352813077858,0.0,0.05239352813077858,0.2,0,0,19,0.016496947758166448,0.6348851277377782,166120370837011.7,128,128,0,0.35,3300.0,4.0
130,8.987486198851006e-13,,,,,,,,,,,,,,,,,,,rejected_random_bulk,0,0.13737293873141188,0.4008871749483731,0.0,0.4008871749483731,0.2,0,0,21,0.042729827865737376,0.466602419933074,161577947978112.38,128,128,0,0.35,3300.0,4.0
131,9.177076199200863e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.007092049391116454,-0.10398022936426088,0.0,-0.10398022936426088,0.2,0,0,21,0.054581753634983896,0.3828202438831666,160157226664693.22,128,128,0,0.35,3300.0,4.0
132,9.214151759833479e-13,,,,,,,,,,,,,,,,,,,coordination,1,0.06762710419168431,0.036385078318376785,0.0,0.036385078318376785,0.2,0,0,19,0.02707540249057714,0.3729771116798214,154366594039103.53,128,128,0,0.35,3300.0,4.0
133,9.220953492743332e-13,,,,,,,,,,,,,,,,,,,random_bulk,1,0.1290447983525839,-0.08473149313606143,0.0,-0.08473149313606143,0.2,0,0,18,0.07034857293557496,0.5119650006262261,169566365402109.0,128,128,0,0.35,3300.0,4.0
134,9.2854599935122e-13,,,,,,,,,,,,,,,,,,,random_surface,1,-0.16184143506192053,-0.12982406242819167,0.0,-0.12982406242819167,0.2,0,0,21,0.04406987912890886,0.5732310531487963,163440008008275.62,128,128,0,0.35,3300.0,4.0
135,9.418366965446084e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,0.06656282531357674,-0.27155710700066393,0.0,-0.27155710700066393,0.2,0,0,20,0.032906296117988364,0.575086849842866,164682769899194.2,128,128,0,0.35,3300.0,4.0
136,9.456938474455005e-13,,,,,,,,,,,,,,,,,,,random_surface,1,0.062332966800531055,-0.033289607205645666,0.0,-0.033289607205645666,0.2,0,0,19,0.03421758252550783,0.2827838518155059,169869555053753.62,128,128,0,0.35,3300.0,4.0
137,9.466242469422936e-13,,,,,,,,,,,,,,,,,,,rejected_local_cluster_affine,0,-0.013085145893364925,0.2034720503461358,0.0,0.2034720503461358,0.2,0,0,16,0.054237773216472614,0.5634388637801373,168792687721507.06,128,128,0,0.35,3300.0,4.0
138,9.628202660076356e-13,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.020548102603546965,-0.3742533317304577,0.0,-0.3742533317304577,0.2,0,0,21,0.024587954862420106,0.5002369372645169,159265738525033.9,128,128,0,0.35,3300.0,4.0
139,9.666021772376918e-13,,,,,,,,,,,,,,,,,,,surface,1,0.053320204941633705,0.0046185709642045936,0.0,0.0046185709642045936,0.2,0,0,20,0.02635257619630133,0.21414115076332815,172114394974319.3,128,128,0,0.35,3300.0,4.0
140,9.758167192759323e-13,,,,,,,,,,,,,,,,,,,coordination,1,0.03873475949451118,-0.1398352150412201,0.0,-0.1398352150412201,0.2,0,0,21,0.026917952398748175,0.3955320980547094,168072122440744.1,128,128,0,0.35,3300.0,4.0
141,9.759288132018587e-13,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,-0.007371271697031394,0.13202110988095228,0.0,0.13202110988095228,0.2,0,0,21,0.03195291626312866,0.3117969863690045,163638478675753.88,128,128,0,0.35,3300.0,4.0
142,9.774385350238858e-13,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.09941461011837686,-0.006802833091569482,0.0,-0.006802833091569482,0.2,0,0,20,0.0488888246607205,0.28036957592713985,164596138152149.12,128,128,0,0.35,3300.0,4.0
143,9.830261601861162e-13,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.0216076627879498,0.2589905305342519,0.0,0.2589905305342519,0.2,0,0,20,0.03729193345984725,0.5020568663439626,172030757404186.8,128,128,0,0.35,3300.0,4.0
144,9.86543601805133e-13,,,,,,,,,,,,,,,,,,,growth_front,1,0.3543843578471515,0.06743567560442898,0.0,0.06743567560442898,0.2,0,1,18,0.11757505011512821,0.4438222868687617,166389955973748.4,128,128,0,0.35,3300.0,4.0
145,9.883162374565442e-13,,,,,,,,,,,,,,,,,,,surface,1,-0.03278409508210634,-0.1673817825931998,-0.0018947180266333241,-0.1598029104866665,0.2,0,0,20,0.042854176125463536,0.5655538209816199,172498017014612.3,128,128,0,0.35,3300.0,4.0
146,9.888395387314724e-13,,,,,,,,,,,,,,,,,,,rejected_surface,0,0.19287837731878374,0.22158637709518558,0.0,0.22158637709518558,0.2,0,0,19,0.03991482057602341,0.27974379184351283,169475277135275.7,128,128,0,0.35,3300.0,4.0
147,1.0038062697747803e-12,,,,,,,,,,,,,,,,,,,coordination,1,0.30467406440561295,-0.30340910446894753,0.0,-0.30340910446894753,0.2,0,1,18,0.15728734663874055,0.3535702506569942,152927540540045.53,128,128,0,0.35,3300.0,4.0
148,1.0109084314332642e-12,,,,,,,,,,,,,,,,,,,coordination,1,0.03968634841047137,0.1175584376679879,0.0,0.1175584376679879,0.2,0,0,20,0.026598854231318785,0.19756592152092972,170169708539124.7,128,128,0,0.35,3300.0,4.0
149,1.0149465950396635e-12,,,,,,,,,,,,,,,,,,,rejected_coordination,0,0.27509929735616706,0.5019441752721079,0.0,0.5019441752721079,0.2,0,0,19,0.11043468558574958,0.4968447116634745,172001445529582.28,128,128,0,0.35,3300.0,4.0
150,1.0224312462836431e-12,,,,,,,,,,,,,,,,,,,growth_front,1,0.38998692434473947,-0.037509866407305026,0.0,-0.037509866407305026,0.2,0,0,19,0.08731674419342883,0.24658607590394557,155377366346446.5,128,128,0,0.35,3300.0,4.0
151,1.0233428777851904e-12,,,,,,,,,,,,,,,,,,,coordination,1,-0.2359629291607749,-0.6722193331278277,0.0,-0.6722193331278277,0.2,0,0,21,0.07484456764287578,0.5048505485460758,161118736829782.75,128,128,0,0.35,3300.0,4.0
152,1.0531424302576733e-12,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.09626902872370571,0.10106163873115293,0.0,0.10106163873115293,0.2,0,0,19,0.03023179402340572,0.4855509801498778,165251730036919.25,128,128,0,0.35,3300.0,4.0
153,1.0531920706509393e-12,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.3207520460757893,-0.3995321812459025,0.0,-0.3995321812459025,0.2,0,1,20,0.17329546841652171,0.4040966299547669,166671656735582.5,128,128,0,0.35,3300.0,4.0
154,1.0634978381269177e-12,,,,,,,,,,,,,,,,,,,surface,1,-0.07875993465834188,-0.2983192565777806,0.0,-0.2983192565777806,0.2,0,0,20,0.03899872648958477,0.46550413783484973,159483715341192.75,128,128,0,0.35,3300.0,4.0
155,1.0650751205555094e-12,,,,,,,,,,,,,,,,,,,rejected_snap_to_fluorite_site,0,0.07666145377411715,0.36094665025204975,0.0,0.36094665025204975,0.2,0,0,18,0.04382966145003909,0.3314555036681339,159975373276945.3,128,128,0,0.35,3300.0,4.0
156,1.066249257878995e-12,,,,,,,,,,,,,,,,,,,rejected_random_bulk,0,0.14252021780106272,0.22761078013442315,0.0,0.22761078013442315,0.2,0,0,19,0.029793531070777802,0.4192692058263548,166998279352398.9,128,128,0,0.35,3300.0,4.0
157,1.0702207708521873e-12,,,,,,,,,,,,,,,,,,,rejected_local_cluster_affine,0,-0.08478032024151035,0.4786296433303505,0.0,0.4786296433303505,0.2,0,0,21,0.02771023839887497,0.3764874085780706,164390993951186.6,128,128,0,0.35,3300.0,4.0
158,1.0873110902356577e-12,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,-0.01991567905324198,-0.33374135082202727,0.0,-0.33374135082202727,0.2,0,0,20,0.04241311358261715,0.37179924271067455,158698570096701.44,128,128,0,0.35,3300.0,4.0
159,1.0964727000159394e-12,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.00023736433129928415,0.05545449790880497,0.0,0.05545449790880497,0.2,0,0,21,0.032111960070698255,0.2575829608090807,167500842862537.22,128,128,0,0.35,3300.0,4.0
160,1.0984595478286047e-12,,,,,,,,,,,,,,,,,,,growth_front,1,-0.46947994168097157,-0.19151270423083133,0.0,-0.19151270423083133,0.2,0,1,19,0.15889767373769328,0.5909839275186346,176450299617176.06,128,128,0,0.35,3300.0,4.0
161,1.1090485985106851e-12,,,,,,,,,,,,,,,,,,,coordination,1,0.1675336677053486,0.036112899313881286,0.0,0.036112899313881286,0.2,0,0,20,0.03588422137345472,0.17616048731798498,152294846539089.8,128,128,0,0.35,3300.0,4.0
162,1.113730492965511e-12,,,,,,,,,,,,,,,,,,,coordination,1,0.07526849712708372,0.007466092398981772,0.0,0.007466092398981772,0.2,0,0,20,0.030632373763609336,0.43866050385754096,152413357204639.72,128,128,0,0.35,3300.0,4.0
163,1.1343217716144162e-12,,,,,,,,,,,,,,,,,,,coordination,1,-0.05071219329513722,-0.020298912047930884,0.0,-0.020298912047930884,0.2,0,0,20,0.03670963899003242,0.5816280520229565,165931489106336.0,128,128,0,0.35,3300.0,4.0
164,1.1355785303217196e-12,,,,,,,,,,,,,,,,,,,surface,1,-0.16867392028970524,-0.14682247484456212,0.0,-0.14682247484456212,0.2,0,0,18,0.05853336394285272,0.3781497107474367,168712385598456.22,128,128,0,0.35,3300.0,4.0
165,1.1374628964624457e-12,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,0.3007771340439646,0.1227802286041566,0.0,0.1227802286041566,0.2,0,0,20,0.13343613296128268,0.22880059033598193,175862982665795.1,128,128,0,0.35,3300.0,4.0
166,1.143617107383895e-12,,,,,,,,,,,,,,,,,,,surface,1,0.20841379191133355,0.17516456403664193,0.0,0.17516456403664193,0.2,0,0,20,0.08424577615573407,0.3028103885539495,157153230318501.56,128,128,0,0.35,3300.0,4.0
167,1.1479012406110435e-12,,,,,,,,,,,,,,,,,,,growth_front,1,-0.08386064030205889,-0.062270187261148635,0.0,-0.062270187261148635,0.2,0,0,21,0.03551681658150125,0.5334469182636945,157145621932352.7,128,128,0,0.35,3300.0,4.0
168,1.152738653394997e-12,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.06702500512529763,0.00592126037821572,0.0,0.00592126037821572,0.2,0,0,20,0.05133266684454554,0.42788180121531005,177362745560802.6,128,128,0,0.35,3300.0,4.0
169,1.160355433118241e-12,,,,,,,,,,,,,,,,,,,surface,1,0.02021972152263175,-0.10023808132232759,0.0,-0.10023808132232759,0.2,0,0,20,0.028155806114982453,0.6571219848265574,169478825652812.72,128,128,0,0.35,3300.0,4.0
170,1.166050373578715e-12,,,,,,,,,,,,,,,,,,,coordination,1,0.023878100871375794,0.1300409405090761,0.0,0.1300409405090761,0.2,0,0,18,0.03744630606731774,0.3677381692541144,163499749374125.7,128,128,0,0.35,3300.0,4.0
171,1.1710847347465274e-12,,,,,,,,,,,,,,,,,,,random_surface,1,-0.10695646564119933,-0.011323564303959088,0.0,-0.011323564303959088,0.2,0,1,19,0.0355098699307854,0.7304592449260564,159330348568331.8,128,128,0,0.35,3300.0,4.0
172,1.172133224790329e-12,,,,,,,,,,,,,,,,,,,surface_compression,1,0.12768541302648503,-0.10860453840637518,-0.0018834399431414406,-0.10107077863380942,0.2,0,0,19,0.1294624965807985,0.3071024834604834,164726831762821.22,128,128,0,0.35,3300.0,4.0
173,1.1846836650266788e-12,,,,,,,,,,,,,,,,,,,growth_front,1,0.12668908730553713,0.07275058406538903,0.0,0.07275058406538903,0.2,0,0,19,0.10172745312757063,0.3615098265067462,158730688427814.34,128,128,0,0.35,3300.0,4.0
174,1.1854134265664233e-12,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.38819082667377064,0.008545554955610157,0.0,0.008545554955610157,0.2,0,0,19,0.14499436333416924,0.35198499655668386,165233757655312.88,128,128,0,0.35,3300.0,4.0
175,1.1957113972861593e-12,,,,,,,,,,,,,,,,,,,rejected_growth_front,0,0.1002099294132956,0.20536582151542682,0.0,0.20536582151542682,0.2,0,0,20,0.024000357865603464,0.14265558650281643,165674820387332.6,128,128,0,0.35,3300.0,4.0
176,1.2006875448375408e-12,,,,,,,,,,,,,,,,,,,surface,1,-0.07064932968628401,-0.15703482832307358,0.0,-0.15703482832307358,0.2,0,1,18,0.03565579008003188,0.7898344108657328,160683629435492.94,128,128,0,0.35,3300.0,4.0
177,1.2037452845930905e-12,,,,,,,,,,,,,,,,,,,random_bulk,1,0.04504157758618024,0.18653012743516229,0.0,0.18653012743516229,0.2,0,0,20,0.03581109767045737,0.6009728404196638,164322179713716.8,128,128,0,0.35,3300.0,4.0
178,1.2043686478057848e-12,,,,,,,,,,,,,,,,,,,surface,1,-0.04076434086174589,0.14072375688643746,0.0,0.14072375688643746,0.2,0,0,19,0.08027132653381788,0.549548045511684,161099326274751.56,128,128,0,0.35,3300.0,4.0
179,1.2057922802991308e-12,,,,,,,,,,,,,,,,,,,rejected_surface_compression,0,0.27595925200734994,0.5098366371939527,0.0,0.5098366371939527,0.2,0,0,16,0.06297233487966758,0.4270305053809062,157247721550705.38,128,128,0,0.35,3300.0,4.0
180,1.2330612792119816e-12,,,,,,,,,,,,,,,,,,,coordination,1,-0.07327471873873972,-0.07325142487275826,0.0,-0.07325142487275826,0.2,0,0,20,0.036387605793794714,0.47123181505263945,152370641745417.9,128,128,0,0.35,3300.0,4.0
181,1.2392877178132282e-12,,,,,,,,,,,,,,,,,,,random_bulk,1,0.039220103870260724,-0.18837777369861186,0.0,-0.18837777369861186,0.2,0,0,20,0.07926946064492683,0.5894491432378917,159926308285178.7,128,128,0,0.35,3300.0,4.0
182,1.2394597716702058e-12,,,,,,,,,,,,,,,,,,,growth_front,1,-0.024800796052626996,0.08584847849031263,0.0,0.08584847849031263,0.2,0,0,20,0.07609926728134891,0.33223774258691247,168909282765482.3,128,128,0,0.35,3300.0,4.0
183,1.2481296031064395e-12,,,,,,,,,,,,,,,,,,,surface_compression,1,0.0016988551525924601,-0.09106825930430418,0.0,-0.09106825930430418,0.2,0,1,18,0.03646421136730523,0.7134893611643013,169045586586644.75,128,128,0,0.35,3300.0,4.0
184,1.2528484112073253e-12,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,-0.08015533024207147,0.031927487389111775,0.0,0.031927487389111775,0.2,0,0,20,0.04378223165088631,0.47215772969032116,176799057246768.5,128,128,0,0.35,3300.0,4.0
185,1.2559260811085366e-12,,,,,,,,,,,,,,,,,,,rejected_snap_to_fluorite_site,0,0.12251122876129862,0.659489143168976,0.0,0.659489143168976,0.2,0,0,19,0.03984422177057434,0.13373362781967246,161048454927388.94,128,128,0,0.35,3300.0,4.0
186,1.2636287223657177e-12,,,,,,,,,,,,,,,,,,,surface_compression,1,-0.08596814788181874,-0.37674661718983415,0.0,-0.37674661718983415,0.2,0,0,21,0.04924440825139546,0.5425570313219653,162171169052730.28,128,128,0,0.35,3300.0,4.0
187,1.2681751665947058e-12,,,,,,,,,,,,,,,,,,,rejected_random_bulk,0,0.1965517068155018,0.4926401969332339,-0.005952380952380931,0.5164497207427576,0.2,0,0,19,0.03863619993508028,0.2851059958786941,161150448841523.2,128,128,0,0.35,3300.0,4.0
188,1.2790700691219744e-12,,,,,,,,,,,,,,,,,,,surface,1,0.02178669724381217,0.010208981271652817,0.0,0.010208981271652817,0.2,0,0,18,0.025610892552648902,0.25291255737181384,162289610666794.72,128,128,0,0.35,3300.0,4.0
189,1.2799650341809913e-12,,,,,,,,,,,,,,,,,,,surface,1,0.07748266333529905,-0.1330907419971119,0.0,-0.1330907419971119,0.2,0,0,18,0.021517851654124665,0.12518053128308823,178555202019929.25,128,128,0,0.35,3300.0,4.0
190,1.2819084021780312e-12,,,,,,,,,,,,,,,,,,,rejected_random_bulk,0,-0.008415271381598009,0.2886100610319531,0.0,0.2886100610319531,0.2,0,0,20,0.058626762453619176,0.4054506384385993,157113398725281.6,128,128,0,0.35,3300.0,4.0
191,1.2846266442430576e-12,,,,,,,,,,,,,,,,,,,local_cluster_affine,1,0.0393167486418541,-0.05659709648989519,0.0,-0.05659709648989519,0.2,0,0,20,0.029055791237140517,0.40923865579149027,157311951516066.12,128,128,0,0.35,3300.0,4.0
192,1.2857859914864734e-12,,,,,,,,,,,,,,,,,,,snap_to_fluorite_site,1,0.3987435490497498,-0.17022772037635292,0.0,-0.17022772037635292,0.2,0,0,19,0.11393482122782825,0.21822367032365986,168546766227146.0,128,128,0,0.35,3300.0,4.0
193,1.2864825576591561e-12,,,,,,,,,,,,,,,,,,,surface,1,-0.3271116081003536,-0.1937439895207298,0.0,-0.1937439895207298,0.2,0,0,19,0.14570796565037894,0.2553314632769345,165553533951359.88,128,128,0,0.35,3300.0,4.0
194,1.291694508139211e-12,,,,,,,,,,,,,,,,,,,rejected_surface_compression,0,0.23962411029669253,0.2555418419096114,0.0,0.2555418419096114,0.2,0,0,21,0.04187272455209279,0.2057708130760787,170782601618387.62,128,128,0,0.35,3300.0,4.0
195,1.293964585727065e-12,,,,,,,,,,,,,,,,,,,random_bulk,1,-0.0052012429968515414,0.08094174113713848,0.0,0.08094174113713848,0.2,0,0,19,0.029580662794700643,0.4217888670690298,160280818229949.56,128,128,0,0.35,3300.0,4.0
